"","PLAYER_ID","nameFirst","nameLast"
"1","0299c3256bc3f426c395bc950feecb5231525128","Kyle","Nicolas"
"2","0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60","Logan","Allen"
"3","102be786b501ac586b0919515e7707ff61c84bf4","Cody","Poteet"
"4","11414d3c42573a52b9032d1287494a78a912c4af","Caleb","Boushley"
"5","1197ad8826628a3b6a30dce1a669fec173342b7b","Donovan","Walton"
"6","128f3d8f2092540735e1a741529518b8058d4758","Yoendrys","GÃ³mez"
"7","1df963b3d540d35badcbf3958f021f4c840da4c5","Vladimir","Gutierrez"
"8","1fb28f21cef40755e2a212961ff20f84a625c889","Josh","Rogers"
"9","20c0d7fd0fb4221c2aeb59118b16753e1f723b09","Jack","Lopez"
"10","210e8eb72fd863044b7e911862dfe01a35d6f18f","Shaun","Anderson"
"11","2218a9b7c80545dbbf19207aa0a7ae665d871997","Vinny","Nittoli"
"12","263f19273c6c4c12eceadb8824228fe1eac5e8a4","Tejay","Antone"
"13","27c6fba076399f5a9ed7d239040f8a5278e0b538","Sean","Reid-Foley"
"14","28769a4318dde26fa5646e2c529e945efba8ce5a","Kent","Emanuel"
"15","2c0e9779db5f773f85515826ebeba69f38b7c6ec","Wes","Parsons"
"16","2e2f82f44014444369b40a5d707da242edadfbf1","Lucas","Gilbreath"
"17","309a1f01f20d5291c0ecd0a7cdfa6c248ea61dcf","Edwin","Diaz"
"18","30a5c4c806d84a9c2cae48ba4750c9ab81a676d0","Simeon","Woods Richardson"
"19","34cf2ac6c998b697876cca89e2067537fbc085b2","Max","Meyer"
"20","34db29c6c5dba776c3229d6fd6421da5634440a6","Manuel","Rodriguez"
"21","369cbabc57e48432e228701fce080636f3e25cf4","Elieser","Hernandez"
"22","3fb2a9e597adae69e240263841a8d5ae41687292","Scott","Blewett"
"23","3ffca17a704b2bdd7b912cacb3c528f5a627fbad","Edwin","Uceta"
"24","4067352dd7de59eec33385ed2ad228ab65f2f6f9","Mason","McCoy"
"25","4309497a3f679e8526611272475dea40696ac6b9","Burch","Smith"
"26","43cb873d92f0918ee5fe6cb1e6be8a4f48a2090c","Alex","Jackson"
"27","4aeb996405613d45c184bc323f0fa562b0df0027","Kyle","Leahy"
"28","4c0a6c143683bdb46a4d0e54c12d92d04837b094","Daniel","Hudson"
"29","4dbbac91141b88b6314078302fb155fb4021b09f","Daulton","Jefferies"
"30","4e0c1441681c0d6101c1c667a98eca93705f6bed","Alek","Jacob"
"31","51ed749ff2ec6535d1a2f5e1cf8f0755c7947076","Erick","Fedde"
"32","530c3fde9670ccb834e877036422f072cffadb3d","Anthony","Gose"
"33","53216214e594f707b528a229d41523492f301ebf","Justin","Wilson"
"34","56ab7b53d0c7dfb20d51179b198940b03b15b3ca","Ryan","Burr"
"35","59b66e3b6a9f56d39c1e20ec6830afcb3dc48e7b","J. P.","Feyereisen"
"36","5b2e83685fd90d0eb20c95dffa0a6946d348aeae","Geoff","Hartlieb"
"37","5c52d4f9e23ee8dcfa0954d52da4e198f16085b3","Humberto","Castellanos"
"38","5ff4ced80a4fae6654ff7b423fd5ba48fa094023","Scott","Effross"
"39","60499f6abf89f78970429623c747aac5add3519c","Jared","Koenig"
"40","699ae17f4e9a62375d6457cdab08a2dcc023d6da","Matt","Foster"
"41","6b2bc8a2ddf021c6284a7efdc40666827bf64725","Anthony","Bender"
"42","6b3b0d2ce1966b4f66748297e385cc7e8c8bdc98","Jesus","Tinoco"
"43","6dd582f3298133f1940215ba26611bd80b2bec09","Hans","Crouse"
"44","701ba48cf3b66c21aa686dcd78a66ece9a09f614","Luis","Gil"
"45","70d8e6d5c4d3e10ac1d714bd1b50ceb80af2d896","Owen","White"
"46","73085df848d250529c6b839c4005e1635f908345","Brendon","Little"
"47","7d79b3a7f13a8d4769b21aef0e5a1527f70d0b36","Tanner","Rainey"
"48","7e8143bf283aeee4cc0b25e961aa71d77fa7f9a3","Austin","Warren"
"49","7eac8963d63f1d89b21fde89c94e2893ebcacafa","Kyle","Tyler"
"50","7ed1966647fc7239eda03abc53f9502d458f0db1","Dillon","Tate"
"51","7eff5913d27779974e8392a83471b0d695fe4c7e","Matt","Andriese"
"52","86dbee76e085933462d0d1bcb3753dc2b31c71b6","Randy","Dobnak"
"53","8a923c41a6eb11be4d5db8e3ec8e6d9fcb4b8312","Riley","Pint"
"54","90365eac1c4eedadb3fa7d296310b5655153b996","Enoli","Paredes"
"55","90fc00ee8b7d39be50d43e11592d59214fbeb704","Isaac","Mattson"
"56","96174218b30a843dc7df8cc053890b96e83ca9b9","Jakson","Reetz"
"57","9b6cc35e0e92b9434e3b5034c9fa66b507cc6928","Rafael","Marchan"
"58","a344708b964f13f93354f5ef39091648e7dae405","Prelander","Berroa"
"59","a772e9dc1c79afe8680f3d6ba2c5b611dcd8390d","Gavin","Lux"
"60","acb8fb88563f556896704e7c130bcc4f9119978e","Rhys","Hoskins"
"61","ad47930a680553ceaf66aa09cd1f54eb49131534","Charles","Leblanc"
"62","aead3aff7037961e6558847652bbc1591f64110f","Casey","Mize"
"63","b0391649b259ed06a0c773c854a7693e6bf98fd4","Davis","Martin"
"64","b2e83691a8e240b99ae212eea4f3481119f0f697","Tyler","Zuber"
"65","b35b8887b05af2a7939eed185a0cda2eefce3be0","Joe","Ross"
"66","b4e4563c13e5eb6e44559137b584f85f510a15db","Ryder","Ryan"
"67","b6053cab8b9347284f9e4d50946741e97c13bd29","Daz","Cameron"
"68","b71b94d1ad8af586c66f4982ddfb84e66edb9381","Ronny","Henriquez"
"69","b82253f5145945f4206de3591d739a50146587be","Keston","Hiura"
"70","bbf3743b9f6eaf5926e5be5498c17a700846b063","Nick","Hernandez"
"71","be27b2f01fac259645482c73aa2cdedaf8a5e490","T. J.","McFarland"
"72","be5d3f4dc7d957f41ff2c09089f5e3425ec20339","Ethan","Roberts"
"73","bf2a844e439cc500f36068c3de810756612bbfcf","Riley","O'Brien"
"74","c0c23391c0b5487f31e103dba2d61a20a4267a46","Tyler","Matzek"
"75","c1f10dfec44e7de9225883f9137cc2e65a90b7d1","Ryan","Vilade"
"76","c4a3a37c4ce2cb23f36183ae3c605b6362b6b173","Hunter","Strickland"
"77","c622a8d5412a03285ff15c459ae6d4ae30f186cf","Thyago","Vieira"
"78","c9acde47eab2f050e177d341718461ae7822a428","Shane","Baz"
"79","cc1f15c9afeed7ed9f25253d1bb72978d598ce24","Tyler","Beede"
"80","ce1fd92debc42d1cb9a81753f75e6ce9263f881f","Chuckie","Robinson"
"81","ce5e4142cf38bfe644f7b5ccc309033273cfe961","Ali","Sanchez"
"82","cf37ddacfdbd60f20cff15e645d2e04264791399","Otto","Lopez"
"83","d31a6366fe4f4554c165731f27c40a8d01f1d8c7","Orion","Kerkering"
"84","d641dcf7df9dd49f9842ed4b53b5c439f1af1725","Eddy","Alvarez"
"85","d81b103a1486d0343984f7670a770148ffcbabb2","Walker","Buehler"
"86","d87ce4b011fa79fc87be77cb2eca6219e6a22f7e","Sean","Guenther"
"87","d9ab39eaa698be235d8023114a8476aaa7f45278","Tommy","Nance"
"88","db5a959497a3f45b886a20f13e5f0b70faee6927","David","Bote"
"89","dc4970a9a7f6b1b1be7074780fa94764676d5fff","Kyle","Hurt"
"90","ddcda75b13b030d7554c22a953aa0741e3d3a81b","Aaron","Brooks"
"91","e0ee227336f73412a96ff1d381bddaf231b53298","Diego","Castillo"
"92","e12390392b3fc667467cadbc21ed707006f13fc1","Brett","de Geus"
"93","e48f9c8c2739837fda3d42ea3e3e58598d40c47b","Austin","Davis"
"94","ea9202974652e55e75b22a3a1cf86742587eb368","Niko","Goodrum"
"95","eca3dc252aac948649a6705643262093beb26336","Miguel","Sano"
"96","f1e457b5b5865dd7bbcbe0a933632dec59c0f61c","Aaron","Ashby"
"97","f4ff0cf8f05cd41bad7f6f734c518f2404c7725a","Nick","Nelson"
"98","f53eda7392de8ab6de38e9bca9b8aad894320ab9","Dan","Altavilla"
"99","f7002117ef96e50fc22b0404cd72b5e495b3ac4d","Tyler","Duffey"
"100","fa3e8eaf33094acd8695929a324a43956446ff27","Jose","Iglesias"
"101","fb700ef074fe19c9c4328e120dd91c7b03c044cc","Jonathan","Bowlan"
"102","fce5b0d7bb7b7bf983f18c1cab18d5e96f6ff024","Blake","Treinen"
"103","ff6a1ab20dddd786a6d449658d8efdfe075cc3f2","Jerar","Encarnacion"
