"","batter","season","Total_PAs"
"378","75ad557b19db10988d6aaa91a3fd8fc0299ca2d3","2021",5
"379","75ce0a1bd9f071026e5af9205cbe9e010b6291ba","2021",24
"380","7694076619c298b4556297b20afaf8eb50461cdf","2021",80
"381","7694076619c298b4556297b20afaf8eb50461cdf","2022",84
"382","7694076619c298b4556297b20afaf8eb50461cdf","2023",86
"383","7695d350b8d34fbda2e2b035eeb35e2d919b17b7","2021",1
"384","7884ea053ee1a638cd6fa91c1f322f4dc0ca271d","2021",2
"385","793587fe9c1be3f0c7a27e768f7e54bf7d13ac1b","2021",2
"386","7943ca67b1107c5e29a6d81db2c1d3eaab33b73a","2021",77
"387","7943ca67b1107c5e29a6d81db2c1d3eaab33b73a","2022",6
"388","797c1a83ff7da64a7724d4e1348d44d1b4182b3d","2021",1
"389","79ae84f001d7d14f78615e97cb3785e112caae49","2021",67
"390","79ae84f001d7d14f78615e97cb3785e112caae49","2022",77
"391","79ae84f001d7d14f78615e97cb3785e112caae49","2023",58
"392","7a2d30ea24f92530921df21aedaaaf1396efe3c2","2021",17
"393","7a41536ca370190d3d4d569d8b78369f63297956","2022",65
"394","7a41536ca370190d3d4d569d8b78369f63297956","2023",65
"395","7a734023f315e70b918df1a932a61b6584870bee","2021",1
"396","7a891d3cff176ecd273e99f30daf952fdd346151","2021",2
"397","7ba90f6e528c892f6ff6bd73d37d26ea3b451481","2021",28
"398","7c4a0dfedf9b0dd9d6b2dc4c349f597e4e03063c","2021",65
"399","7c4a0dfedf9b0dd9d6b2dc4c349f597e4e03063c","2022",65
"400","7c4aac467b33e852bd7ced9f09a35d5a780a0fee","2021",81
"401","7d28f5b8f58b7dbe4d72865e5d30af967f01212d","2021",42
"402","7d48398a4b12c939bee2a58003e9c52b99dc915c","2021",22
"403","7d73305e306705436ac4f31f8149a297d95b0040","2021",2
"404","7e148dd6c0520cd48c32cbfd55c0d41a9d240c04","2021",9
"405","7e717ca62155014bc93e32d418f96dda585e8bcd","2022",54
"406","7e717ca62155014bc93e32d418f96dda585e8bcd","2023",38
"407","7f42e3fd93af2d41d8f8479ef030a32dcea07a2e","2021",69
"408","7f42e3fd93af2d41d8f8479ef030a32dcea07a2e","2022",62
"409","7f7ee7e34e48b57d3d1b534e5cdc4aaefc780091","2021",70
"410","7f7ee7e34e48b57d3d1b534e5cdc4aaefc780091","2022",25
"411","80af5e79fc626b82333d265f2258c238539232e5","2021",1
"412","80fe2c6a392ae1a7535192e20c7d47b4cc05a24a","2021",1
"413","80fe2c6a392ae1a7535192e20c7d47b4cc05a24a","2023",1
"414","810ac2caa9faf2673d3f3ace92b7f4b857334a22","2021",5
"415","812bda429f3d18d027657b049c110ed4130ede6e","2021",1
"416","8268c9e039e5628e74e432e55d3d726be52a443c","2021",1
"417","827135b2373b76725e3861585e8180bbd1990e19","2021",15
"418","8290ab2133e0724dfa4c029c8fccc4e082eeab6d","2021",73
"419","8290ab2133e0724dfa4c029c8fccc4e082eeab6d","2022",66
"420","8290ab2133e0724dfa4c029c8fccc4e082eeab6d","2023",73
"421","82bde68c049407a9ac8f5aaa0cfb1b825b195dba","2021",2
"422","82cb9c0e72ca056b5de69fc76b30f69789740cbf","2021",2
"423","8385d8f483d01edb19652cda2c3e8859c97572df","2021",2
"424","83902f320532a76b56367b2d4c62ffb125fdab44","2021",1
"425","83a67a77ec3fd10c2f7c1120915487f1493fc797","2021",19
"426","8409ad37278a80cc08b0efc4ab62971a072fb03b","2021",1
"427","84aac2aec4fcffded30577384d92145d99fc51d6","2021",11
"428","86bcae85b42e4632b6b1167f62009ae645bfc8f7","2021",5
"429","86cf628e1112a181be4611a389056a599ecd4c63","2021",14
"430","86eea80678fa86ded9f82ddee11e168abbb059f7","2021",1
"431","87ca657490379e57023509f386c3345a0d0ea93f","2021",21
"432","8834d134e135e1ea1915b5d3733e30232e3b9d09","2021",85
"433","8834d134e135e1ea1915b5d3733e30232e3b9d09","2022",82
"434","8834d134e135e1ea1915b5d3733e30232e3b9d09","2023",82
"435","88a241e142df6a547f9188eb81f5c2ea8f7adabb","2021",71
"436","88a241e142df6a547f9188eb81f5c2ea8f7adabb","2022",56
"437","88a241e142df6a547f9188eb81f5c2ea8f7adabb","2023",1
"438","89867c611e3d19353f81da7951f84db1bf5d3045","2021",20
"439","8a08ce5d05e0465063d79ef1f4d943a508e6ab9a","2021",2
"440","8aa7eb1e7b944c452da918f68cd353e5d1006bfb","2021",4
"441","8aa9e1d68032a79c4081bd1a45ef0ec2a654f7d8","2021",21
"442","8b04fa5301010f7ed5a77b2a440de2e1019359f7","2021",2
"443","8b6ab46ea4fc59c10d45397e895b2cc98c78d03d","2021",4
"444","8bd7aca31aca3f9dea95888e3c5585ce9ca573f2","2021",25
"445","8c17e8a7773b0425a915a91dfb424ca0db361135","2021",6
"446","8c6225f4d65d2c7f53ac99f03ac9462b6ed219c2","2021",29
"447","8c6225f4d65d2c7f53ac99f03ac9462b6ed219c2","2022",53
"448","8c6225f4d65d2c7f53ac99f03ac9462b6ed219c2","2023",57
"449","8c7037e5fcbeb54c8b80309257a7eb4d17cde185","2021",2
"450","8c707a0fdf914da1f3a352d37ca3cefbe3095e6b","2021",1
"451","8cb0077cfb3e22ea21306da0bccccd6780395e82","2021",4
"452","8d49a970bf227895eebeb708bcd5e54c2d11c577","2021",6
"453","8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51","2021",49
"454","8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51","2022",72
"455","8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51","2023",76
"456","8dadfe6150b40bec49e070d2e57d3ab5d77aed67","2021",59
"457","8dadfe6150b40bec49e070d2e57d3ab5d77aed67","2022",1
"458","8e279ef4dafa65d4db8b0d74ae3db9a34e513259","2021",38
"459","8e279ef4dafa65d4db8b0d74ae3db9a34e513259","2022",48
"460","8e279ef4dafa65d4db8b0d74ae3db9a34e513259","2023",78
"461","8fbb14aeace75af8a3660d5b9579886cde9bea53","2021",2
"462","8ffc12422baf26cf276c1b0f0ad92fa8121b841a","2021",3
"463","90a070907f17653e0a17503e68f64bd202a11dcd","2021",13
"464","911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d","2021",29
"465","911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d","2022",1
"466","913da07ac6083c646f98219a1b1cca83f3860112","2021",16
"467","921aa36e5e43f774ff388b56c9a22b687e75fc35","2021",35
"468","92b39f1799425a345e062289fe6ff65945d0406d","2021",1
"469","92cf5731973c01a7e48b22d0d84293dde2d9c0d8","2021",1
"470","92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99","2021",25
"471","9422da9471971c7d63c811846a1b705e6326265e","2021",1
"472","942f426d540867cd8b15c9601bc5128908d8b6bc","2021",80
"473","9629bb0fd4ba8f090f503488e7f867404b285fb4","2021",12
"474","9704d821131f5f3bf72417dd72fed844bfbf1d3f","2021",22
"475","974da7ca998a53fab667e1da02118395998bc787","2021",1
"476","97cd9d4df67903746bd5b03328d6d4361e15c566","2021",1
"477","97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d","2021",81
"478","97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d","2022",68
"479","97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d","2023",25
"480","9857b8daf8b6805100daad8635a094006a273738","2021",20
"481","988248071ac6854ec1205b5a93b3f86f2b4aa8e2","2021",2
"482","9a0ad12d9f4c17d37679e7933146d5d9b9743fad","2021",1
"483","9deade90ff2e096dc2f802bbbc1447dda3883961","2021",41
"484","9f97eba0f0f065f43f3bae1fbc442de93be9cf41","2021",2
"485","9fa0ca822af3b3c13f5f8cd4357aefbbfad6a5c4","2022",21
"486","9fa0ca822af3b3c13f5f8cd4357aefbbfad6a5c4","2023",63
"487","a179f0ff3993e330461d42b82a4341dc8352ef3d","2021",2
"488","a191dd2bf4127c65de4ce45412b6c37ab99ff7d1","2021",1
"489","a2492466d4a5ab3f0b605db3ce867e966f605a0d","2021",82
"490","a2492466d4a5ab3f0b605db3ce867e966f605a0d","2022",81
"491","a2492466d4a5ab3f0b605db3ce867e966f605a0d","2023",75
"492","a31ec46eb2c0f70981371bf166b15e9f4c94e364","2021",4
"493","a361af09cd69dec795d850448e306d7dd3fc18ad","2021",7
"494","a362813a343a35045066d9f3b54337164f71bf24","2022",63
"495","a362813a343a35045066d9f3b54337164f71bf24","2023",27
"496","a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02","2021",60
"497","a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02","2022",47
"498","a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02","2023",77
"499","a3d16709d576cd417aa21db5fe63e79565dc0e67","2021",39
"500","a3d16709d576cd417aa21db5fe63e79565dc0e67","2022",69
"501","a41c10001c469496dcdfac999a14c380af44bb1b","2021",2
"502","a452b63757e97e908baad6557a89b85f23f0357d","2021",1
"503","a45fbcb3331ccf78609bc7b102f4a9c4166c99cd","2021",58
"504","a45fbcb3331ccf78609bc7b102f4a9c4166c99cd","2022",56
"505","a45fbcb3331ccf78609bc7b102f4a9c4166c99cd","2023",17
"506","a4b506ad554bf35ae6d966f8997b30554e28e967","2021",84
"507","a4b506ad554bf35ae6d966f8997b30554e28e967","2022",77
"508","a4b506ad554bf35ae6d966f8997b30554e28e967","2023",73
"509","a5f4979b97b2f61c5539cd206bdddf51c14e489e","2021",1
"510","a6cf9590f619b2a322fa44f5628ae81d9eac26b9","2021",67
"511","a9af7fd296a2b7c70d77fb936d21d92c0094a739","2021",4
"512","aa3d79f358afbee1f5c09c94dbabe17a75f0e319","2021",2
"513","aa8fc6498e64d483653ea6a5b72020a48f46863b","2021",4
"514","aadc17b2a52938ab9120dc51b23aa7580a53e75f","2021",1
"515","ab0cd1b594b0a41f4764e09cdd25c6a2f552896d","2021",15
"516","ab8194b8601c80f1023c09fd6111d5e07559af5f","2021",28
"517","ac6c219cda0fbffa9e7f8ee244d87a114e0d25f3","2021",8
"518","ad3c96b12eb524da639ce2a34c52cc10121452a5","2021",23
"519","ae4482e6eb66198561ebdd43c0912881ac682933","2021",29
"520","ae4482e6eb66198561ebdd43c0912881ac682933","2022",51
"521","ae4482e6eb66198561ebdd43c0912881ac682933","2023",50
"522","ae4c097ec1b82467f39a289508fa1e2182a46e70","2021",31
"523","aead3aff7037961e6558847652bbc1591f64110f","2021",3
"524","afb9b85defc6fe5c3f48681480eff4d96ab723c7","2021",2
"525","afdfadd420af8a174c67f227ae492ca37bc28c5d","2021",3
"526","affcfa63309486ddfeb6dbddb82201f7acad2ed3","2021",6
"527","b03810a4610dcf65acad97a601676e2181e8ba6c","2021",28
"528","b0ca73a5ca175315fc896841cd462fb9b33a04d8","2021",26
"529","b0ca73a5ca175315fc896841cd462fb9b33a04d8","2022",39
"530","b0ca73a5ca175315fc896841cd462fb9b33a04d8","2023",12
"531","b135b247f1afd053b201fc7c434493408c5dcf69","2021",80
"532","b135b247f1afd053b201fc7c434493408c5dcf69","2022",83
"533","b135b247f1afd053b201fc7c434493408c5dcf69","2023",73
"534","b1498ed07732f6c10cc423e43f757dc0e914ddf7","2021",72
"535","b1498ed07732f6c10cc423e43f757dc0e914ddf7","2022",69
"536","b1498ed07732f6c10cc423e43f757dc0e914ddf7","2023",56
"537","b15267169aa4619e07c581cc461c727318e8a37e","2021",9
"538","b16b823740b268b9519845df5a6cababf87b91d2","2021",2
"539","b2bc4643e75d271fedf8f25928173e359b9d10df","2021",73
"540","b2bc4643e75d271fedf8f25928173e359b9d10df","2022",81
"541","b2bc4643e75d271fedf8f25928173e359b9d10df","2023",55
"542","b2e83691a8e240b99ae212eea4f3481119f0f697","2021",1
"543","b33a86374eb5b230a1c81bc1dd0e92dc86c87cd2","2021",47
"544","b33a86374eb5b230a1c81bc1dd0e92dc86c87cd2","2022",14
"545","b33a86374eb5b230a1c81bc1dd0e92dc86c87cd2","2023",71
"546","b35b8887b05af2a7939eed185a0cda2eefce3be0","2021",25
"547","b3fdab9bed411099bce96929f2bad38d1a17d260","2021",3
"548","b449dbb7e104cc6f68d4096397b733bce74fe5c0","2021",82
"549","b449dbb7e104cc6f68d4096397b733bce74fe5c0","2022",87
"550","b449dbb7e104cc6f68d4096397b733bce74fe5c0","2023",67
"551","b44b24f15557ba72ed6c35df9e14f6b79a63f12b","2021",4
"552","b457b98c999402bcaafcbc50238ebc5d85510b5f","2021",80
"553","b457b98c999402bcaafcbc50238ebc5d85510b5f","2022",65
"554","b457b98c999402bcaafcbc50238ebc5d85510b5f","2023",53
"555","b505fcd3d7225538a30ecb5c4edab3e4b4b2c6bd","2021",3
"556","b5f2346c7c507eb71507e93b9202b6c332a72386","2021",18
"557","b6a6528f08a0e1f3667715817bd1b31609da0e6d","2021",4
"558","b79fda68e6cf4543206fe62ccec8fa72de488635","2021",4
"559","b7fbeb6e14a4fbade5bce6353b1ef65a3422e6dc","2021",69
"560","b7fbeb6e14a4fbade5bce6353b1ef65a3422e6dc","2023",81
"561","b851a6b5a63aac46209fdb42fc8e5f61619eebab","2021",7
"562","b8bcf8c84a2ef4f59364cc52dbc2076507b78a99","2022",33
"563","b8cf7ba222a75f7d007d24c912715bc13e06a06e","2021",7
"564","b9123fd6020d7ce08c9c11fe2fd0750901310635","2021",8
"565","b91f465211933e9f5c33d66d59a950c3ed3e7bdf","2021",52
"566","b9b6310bc17b1107269935131bd8948424456a74","2021",15
"567","b9d55cff57b492a19f70c8367d88048159198a06","2021",86
"568","b9d55cff57b492a19f70c8367d88048159198a06","2022",85
"569","b9d55cff57b492a19f70c8367d88048159198a06","2023",81
"570","ba38cc5f68961456e9defe26288ee5e345cc9791","2021",3
"571","ba7c40dbc1e901a38403ae23ce7fc3d6a72e67b0","2021",68
"572","bacc3c84803b819304c57688dfb61c94cce8ceb7","2021",10
"573","bb35e1261b014ae28854bee33749be3014abd759","2021",2
"574","bbc9bace67a4487851377d2319267cc03e8959ea","2021",53
"575","bcfe3b7e6b498b243aa5c5ddcb81d57e0176d976","2021",2
"576","bd92860ce8fe7bb4ef198793f18a88a2e40b0054","2021",6
"577","bf5e9bb1e0b316040feec5de1382294d11de991c","2021",2
"578","bf9d8e5bb95edd83b3afe849a93622a7de57492a","2021",4
"579","bfffb70b83aa305ea467a536c0938798b1bfc298","2021",25
"580","c00e08f69e44f658e28f00e67502f80be1afebe6","2021",19
"581","c03f64ce935ac1918ee28a90473d178e85f80cc8","2021",2
"582","c0806e8839994c2e83d9dc1b1a1faeaca0661f1d","2021",4
"583","c133116d2135b7c242cf9db5ad99668e5ffedba6","2021",12
"584","c142dc131919492588c31e1e803a04a4613bdcd9","2021",6
"585","c1a687ca25c227e4ad472453df39aad813b8cd5b","2022",65
"586","c1a687ca25c227e4ad472453df39aad813b8cd5b","2023",66
"587","c1e763388cced9f7919c4a32a1f69270acbdeba7","2021",23
"588","c1efd3145c820257fae2347ff5675817cfb37bca","2021",84
"589","c1efd3145c820257fae2347ff5675817cfb37bca","2022",81
"590","c1efd3145c820257fae2347ff5675817cfb37bca","2023",75
"591","c2763fb4768cc867f4db3d31c3ef970bbc178dad","2021",2
"592","c2d5cd6534e07fa60be2c62f486d388ab1b4a510","2021",1
"593","c3c959721c769aebc8c295ef57242f77d7924eb8","2021",15
"594","c4a3a37c4ce2cb23f36183ae3c605b6362b6b173","2021",2
"595","c50dd81bdfafbc84b4427e5172243ff41b19af99","2021",11
"596","c54dabda41371474f52e62bb6a476a19d82d77ae","2021",78
"597","c5b613084af8b64c8922bb2df990af914b882a07","2021",1
"598","c5b613084af8b64c8922bb2df990af914b882a07","2023",1
"599","c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8","2021",2
"600","c6020d12585d4a0d7b1babd840c54f37a9159aea","2021",2
"601","c710046f7d22c1bb863a4733efacacdefa4d68ff","2021",78
"602","c710046f7d22c1bb863a4733efacacdefa4d68ff","2022",69
"603","c7d8f7968457b20270b902a722e6228930883164","2022",71
"604","c7d8f7968457b20270b902a722e6228930883164","2023",19
"605","c8705dd3e5f5bce88f756219fa637cfb240e566f","2021",3
"606","c88c4564d5b20479e25d266e9cd6342115a7596a","2021",73
"607","c8b2051c37bcdedbd991151187eaacf12f5bf702","2021",27
"608","c8b2051c37bcdedbd991151187eaacf12f5bf702","2022",40
"609","c8d01b8601f139d0616d902f44f24cae25172c32","2021",86
"610","c8d01b8601f139d0616d902f44f24cae25172c32","2022",79
"611","c8d01b8601f139d0616d902f44f24cae25172c32","2023",63
"612","c9191caf2334c0592da386bfc6ff7fc06fce4e86","2021",1
"613","ca4e36c29e0ff45dbdd06a7312f6e625c68630a4","2021",2
"614","cb04b7f0d323703dc993378fa7786b34b93862b3","2021",1
"615","cb2fef9c6b10531d42f8c1c4505dec1f02bac32d","2021",5
"616","cb37a3bcecc0511ad59fb5fa64037cd20c3d68aa","2021",3
"617","cc226d28e016753edeaeebeade623877b5cf0596","2021",3
"618","cd008120919654d8408cbea3cf6b8908bf57dd02","2021",32
"619","cd008120919654d8408cbea3cf6b8908bf57dd02","2022",59
"620","cd008120919654d8408cbea3cf6b8908bf57dd02","2023",71
"621","cd3171c51a380856b0f39077b530e4b9525f38bb","2021",80
"622","cd3171c51a380856b0f39077b530e4b9525f38bb","2022",73
"623","cd3171c51a380856b0f39077b530e4b9525f38bb","2023",86
"624","ce84270fb6bb736bce0484bce9504e9b9cc5cae6","2021",68
"625","ce84270fb6bb736bce0484bce9504e9b9cc5cae6","2022",43
"626","ce84270fb6bb736bce0484bce9504e9b9cc5cae6","2023",31
"627","cea64cbb740673b74e9c574d1aa21ec5460ddfc8","2021",1
"628","cecd3c91e652f2ec5b14dc445fc26b24794871e3","2021",4
"629","cf55b826be3f9ff5b2d5e520ee6614fef8df01f3","2021",30
"630","d047abeec24953f67926461c56c74dfb408f1a07","2021",2
"631","d07f81a56dd9e7362f7a243e018aaaf316eb7edd","2021",19
"632","d0a05fabe73d4f158af331fe497cf59cc3c760e1","2021",26
"633","d0b484ea75459052dfcce7c819ef970f89d7b25a","2021",4
"634","d148a369a2313fcea9af5ce92b86f274e2e37e94","2023",76
"635","d183cd520f6a1b6d5ebfcb95de9e1cf5eff51342","2021",3
"636","d1a2503903cf5cdb1bc13fda859fab4004520bb8","2021",1
"637","d22cb49d1088bec45e9076cd35b6827ef7ae48d9","2021",1
"638","d3e3a0082587b69525d0a4abec172725765d21b2","2021",66
"639","d3e3a0082587b69525d0a4abec172725765d21b2","2022",12
"640","d3e3a0082587b69525d0a4abec172725765d21b2","2023",75
"641","d3f890c0ecc56a477977553caef6cbddac13bd13","2021",1
"642","d52a5d5334b4af8a3e9161617e175a1b1acc191f","2021",74
"643","d5a4b3c049b9174581cb64c46d1b4bb0ab9fcadd","2021",20
"644","d5eafda840481500300cd1e959ddad92311a2ab4","2021",65
"645","d6138454619f2e705b11c54eeecd1be39f03da54","2021",9
"646","d636652206acb1f885b4b81be07fb45c1a2cd856","2021",1
"647","d76343ee3f53822094953cf05d53c45e7ffa2a30","2021",2
"648","d81b103a1486d0343984f7670a770148ffcbabb2","2021",31
"649","d8238e9f91ffcc5a543bd448afee37023652dbf3","2021",4
"650","d89652f10df18fe8844986b18936959527228639","2021",58
"651","d89652f10df18fe8844986b18936959527228639","2022",23
"652","d89652f10df18fe8844986b18936959527228639","2023",19
"653","d8dfe1cf13c00ee4805285030d96efa3994b94bf","2021",2
"654","d8eec2327f738402960cf28b44c1221b8ddc188b","2021",21
"655","d99f033e9e448415fdf637209773beb68db918d4","2021",5
"656","d9ab39eaa698be235d8023114a8476aaa7f45278","2021",2
"657","da5ce67803a8039d079ca666c6885e8ea01a2a75","2021",56
"658","da5ce67803a8039d079ca666c6885e8ea01a2a75","2023",82
"659","da943b9ced0444cf846a3981e9bb4b468fb7d13e","2021",15
"660","daa3aaa2e8a74038f063a7271f8f5313a3ffa549","2021",30
"661","db540e374d305a17c5181aeae0ef0e6ba8f7460f","2021",3
"662","dbe56adcdc76a74b0cfc490e4ab7a6a4f51d9afd","2021",2
"663","dbf508e6a2984148d1b7391d29bbfbb421f3180b","2022",43
"664","dbf508e6a2984148d1b7391d29bbfbb421f3180b","2023",80
"665","dc4721a955b712ffc546f09eea70c45c125058fd","2022",1
"666","dcfc771f6b918ea321fc4743b486f5fbbd113d75","2021",19
"667","dd6c9bdedfa4c202e82a5c8f13beec54e8a883c9","2021",2
"668","ddbdd3d3646ed154da0f3553575f5f7d7284e748","2021",2
"669","de566af1e7e0bb3ce8af5471e5ac7375419078d5","2021",2
"670","de96c991a0800c2769a42247ac405793cac025aa","2021",4
"671","deba05f1475df7572c009fcd78352607e0261e02","2021",11
"672","dece08720d83d8e45874f3fdf9541e5d5623b3bd","2021",7
"673","dede608221813d42716885d428406c47ba1efe4b","2021",88
"674","dede608221813d42716885d428406c47ba1efe4b","2022",76
"675","dede608221813d42716885d428406c47ba1efe4b","2023",82
"676","df6327a64ab7cc216234bda7e9fff1998a39f8e2","2021",79
"677","df6327a64ab7cc216234bda7e9fff1998a39f8e2","2022",78
"678","e00e77dbba2cb730b923a4150824f5bd936b71de","2021",2
"679","e041f8c4d7ad45bb21ce34cedbc546d5d8ef2f89","2021",5
"680","e17c4e11afb8931010aed3b835fe3a5f87e71dd8","2021",2
"681","e3218f4c7025fc51b38f6c3bdad3712407852229","2021",56
"682","e3218f4c7025fc51b38f6c3bdad3712407852229","2022",56
"683","e3218f4c7025fc51b38f6c3bdad3712407852229","2023",47
"684","e3c66979697a82539c3aa30f3e7fe4bf5d05d054","2021",1
"685","e4252419cae20a16d2962beb0474177843fe85ab","2021",3
"686","e47ad80cbd2dfed8080f5250de51d4e5cc5fd28d","2021",3
"687","e48f9c8c2739837fda3d42ea3e3e58598d40c47b","2021",1
"688","e4ba6c019866c79d03d1e1be7e49acc9453ccf99","2021",55
"689","e4ba6c019866c79d03d1e1be7e49acc9453ccf99","2022",70
"690","e4ba6c019866c79d03d1e1be7e49acc9453ccf99","2023",63
"691","e4d5ba68d53a3c6d7fe36e1a527a907c46830d75","2021",5
"692","e526486e637178a026eaf3cdd285d74da19c468c","2021",8
"693","e773cdab54ea181458893bef72997c202012e46b","2021",18
"694","e7c893c63f13137d92f857c3f72382034abc5f73","2021",1
"695","e8ed8db53ba8c8b47385bf47be70aa6251b12eea","2021",81
"696","e8ed8db53ba8c8b47385bf47be70aa6251b12eea","2022",46
"697","e909a78dd1088038e3906796b449039340531ff7","2021",84
"698","e909a78dd1088038e3906796b449039340531ff7","2022",63
"699","e9108de644e22653aea3edb1679b6994719c96fb","2021",17
"700","e9ebd4464ca692a909f5b14bfd6a90f142f1561e","2021",3
"701","e9f6f2d92db84e2874b21d5726f561535b18f2c6","2021",30
"702","ea2edab5266ed9a64a71d9609af16f5b83c59180","2021",6
"703","ea8349c40de2ee4edf8ddcfd235bdf2de8a8440d","2021",82
"704","ea8349c40de2ee4edf8ddcfd235bdf2de8a8440d","2022",83
"705","ea8349c40de2ee4edf8ddcfd235bdf2de8a8440d","2023",51
"706","eb2459ce78a533085155bd79769938d2e04d2447","2021",3
"707","eba4034f8b499f74e06bd5febb22a6934a8f7bac","2022",80
"708","eba4034f8b499f74e06bd5febb22a6934a8f7bac","2023",1
"709","eca62f9d7653d1e0e03e72d952aef97102bb2f6e","2021",1
"710","ed6a83f314944b83cde1528c83b259596c5ff0d4","2021",26
"711","ed94006242f61911d4f9bded873a4eb9cb21b450","2021",10
"712","edcdf6c249486f992de4eab95e4ec8edd8a3d291","2021",2
"713","ee8af49a60e16f88acefd14e27f85f495f2d6aff","2022",79
"714","ee8af49a60e16f88acefd14e27f85f495f2d6aff","2023",5
"715","f006b67e6b2b2c811baf7a5e69c36e002ce02adc","2021",5
"716","f00a705a6c387094796da84786cb5c5002e35535","2021",1
"717","f03bfd760493de48cb0720f77ce3d9d7fb6dc209","2021",1
"718","f07b41156ca170c7f046cea60fc322c650989a1e","2021",1
"719","f1341af31ecc2ca1e57107387245dd09fb9af9bb","2021",78
"720","f1423a5128293dcef8634ed1b0255d5ca6ec49b7","2021",1
"721","f1e457b5b5865dd7bbcbe0a933632dec59c0f61c","2021",5
"722","f2309dfcf90a974cdeb152b2de025aba3c76df17","2021",27
"723","f2456960a50139c4374f31e3865451c637644728","2021",3
"724","f32823328db49137389a1d19d0fcfdf8ff3186d0","2021",1
"725","f45a343c921f20987a7a87953beea851509405aa","2021",24
"726","f48a36ec4c2b4c0098f4178e018111f8f82d70c5","2021",3
"727","f5335def845131c014433ac734abe2b2aa562225","2021",5
"728","f56d7b028b79e76037ca74a83641cacb1fac02ba","2021",28
"729","f5c048ecfa7dfb98295a754b52f2b04e7ccde309","2021",1
"730","f65d6d417a0f0e29d63de0e0b55479aa193419f7","2021",82
"731","f65d6d417a0f0e29d63de0e0b55479aa193419f7","2022",77
"732","f65d6d417a0f0e29d63de0e0b55479aa193419f7","2023",69
"733","f68fb64d4c51f2e39a22681695c129b6bb3c2d62","2021",83
"734","f68fb64d4c51f2e39a22681695c129b6bb3c2d62","2022",83
"735","f68fb64d4c51f2e39a22681695c129b6bb3c2d62","2023",78
"736","f6a7de4f155d53a6d4bdcb1c22b94f37b8edf5c1","2021",1
"737","f72371c7a1b298e08a1e358b36e484298544e4c5","2021",24
"738","f8f1873903bbc7192c61739437c768d39b5bbf50","2021",20
"739","f91d55f27ef319a0939c62926cc821d10fbc0845","2021",5
"740","fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7","2021",81
"741","fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7","2022",84
"742","fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7","2023",40
"743","fbf1703227cf7b214d016ed861f889fdb6f5a4a6","2021",71
"744","fbf1703227cf7b214d016ed861f889fdb6f5a4a6","2022",78
"745","fbf1703227cf7b214d016ed861f889fdb6f5a4a6","2023",64
"746","fc3735a824c9e87b4ecefaf8decc3a3ac3cfb662","2022",41
"747","fca4cb36603972ee68fe289df3c5cde8bd2752f2","2021",1
"748","fd67ccf8b23135c11534c5c4774bdc47f6f90b53","2021",1
"749","fddbf98f72e3a7fed3608a6508e0535ae466c430","2021",1
"750","fe13b1b0ff9b8a5fbba957c84c808e78024873c2","2021",28
"751","ff169643a2e213bcc4bb59a885e869e144b3a964","2021",25
"752","ff3b7d21e60c24b6e926e3ffc3fbeb78cc9e4057","2021",2
"753","ffbad18fedea89e09f42dac340e9ebb0bc18303d","2021",2
"754","ffd2fbf22dc9ac7811c1bd9ecf5d5c0392744a18","2021",3
